Customer_ID,revenue
12346.0,77556.46
12347.0,5633.32
12348.0,2019.4
12349.0,4428.69
12350.0,334.4
12351.0,300.93
12352.0,2849.84
12353.0,406.76
12354.0,1079.4
12355.0,947.61
12356.0,6373.68
12357.0,18287.66
12358.0,3887.07
12359.0,8935.94
12360.0,4252.89
12361.0,511.25
12362.0,5356.23
12363.0,552.0
12364.0,1313.1
12365.0,641.38
12366.0,500.24
12367.0,168.9
12368.0,917.6999999999999
12369.0,1791.15
12370.0,4320.31
12371.0,4067.38
12372.0,1298.04
12373.0,1127.65
12374.0,2989.2200000000003
12375.0,457.5
12376.0,503.15
12377.0,3426.32
12378.0,5416.32
12379.0,1620.22
12380.0,9676.300000000001
12381.0,1845.31
12383.0,1850.56
12384.0,585.27
12385.0,1938.4
12386.0,660.8
12387.0,143.94
12388.0,3901.11
12389.0,1433.33
12390.0,549.84
12391.0,2773.42
12392.0,234.75000000000003
12393.0,2399.4500000000003
12394.0,1272.48
12395.0,5067.27
12396.0,931.43
12397.0,2409.9
12398.0,1635.6599999999999
12399.0,1962.3
12400.0,205.25
12401.0,84.3
12402.0,1256.9
12403.0,1019.36
12404.0,63.24
12405.0,1710.39
12406.0,6390.36
12407.0,1708.1200000000001
12408.0,4340.7699999999995
12409.0,23419.29
12410.0,1013.71
12411.0,346.9
12412.0,2596.93
12413.0,999.45
12414.0,952.41
12415.0,144458.37
12416.0,202.56
12417.0,6816.91
12418.0,2021.2
12419.0,503.01
12420.0,600.39
12421.0,1098.6
12422.0,5231.8
12423.0,2622.39
12424.0,3340.03
12425.0,1741.41
12426.0,1345.21
12427.0,1129.3
12428.0,7956.46
12429.0,7485.91
12430.0,256.4
12431.0,10857.97
12432.0,5059.32
12433.0,20581.26
12434.0,1103.43
12435.0,13925.93
12436.0,509.01
12437.0,12683.4
12438.0,2906.85
12439.0,1158.18
12440.0,859.2
12441.0,347.1
12442.0,172.06
12443.0,485.31
12444.0,5005.46
12445.0,434.98
12446.0,1002.3100000000001
12447.0,476.49
12448.0,449.45
12449.0,4835.89
12450.0,688.2
12451.0,12669.88
12452.0,430.57
12453.0,707.09
12454.0,16679.78
12455.0,5879.95
12456.0,3181.04
12457.0,2995.91
12458.0,1777.49
12459.0,454.36
12460.0,326.65
12461.0,826.88
12462.0,1189.59
12463.0,1344.78
12464.0,1212.05
12465.0,742.1899999999999
12466.0,56.73
12467.0,132.8
12468.0,3670.74
12469.0,3070.54
12470.0,211.95
12471.0,39963.79
12472.0,17880.59
12473.0,3938.5499999999997
12474.0,12424.45
12475.0,1149.64
12476.0,14115.41
12477.0,20276.37
12478.0,680.99
12479.0,527.2
12480.0,5464.85
12481.0,12361.39
12482.0,23691.4
12483.0,5120.58
12484.0,6370.15
12485.0,708.1
12486.0,1037.28
12487.0,285.29999999999995
12488.0,1298.66
12489.0,334.93
12490.0,9823.64
12491.0,460.40000000000003
12492.0,715.21
12493.0,433.74
12494.0,1872.8700000000001
12495.0,357.4
12496.0,54.09
12497.0,6248.5
12498.0,403.70000000000005
12499.0,393.72
12500.0,5955.21
12501.0,2169.39
12502.0,3723.87
12503.0,1126.0
12504.0,779.05
12505.0,955.2
12506.0,73.5
12507.0,1844.06
12508.0,398.27
12509.0,176.5
12510.0,5178.02
12511.0,3084.02
12512.0,138.03
12513.0,612.29
12514.0,1597.76
12515.0,383.7
12516.0,2648.62
12517.0,2502.84
12518.0,2056.89
12519.0,726.54
12520.0,2634.26
12521.0,599.68
12522.0,192.72
12523.0,4372.15
12524.0,11126.11
12525.0,973.73
12526.0,1316.66
12527.0,735.51
12528.0,1933.48
12529.0,316.48
12530.0,3759.26
12531.0,1933.2
12532.0,349.83000000000004
12533.0,1367.89
12534.0,1089.18
12535.0,716.35
12536.0,12601.830000000002
12537.0,732.94
12538.0,640.45
12539.0,11214.75
12540.0,22254.49
12541.0,981.18
12542.0,481.88
12543.0,980.25
12544.0,372.7
12545.0,1000.39
12546.0,1161.5
12547.0,383.58
12548.0,95.19999999999999
12549.0,1575.68
12550.0,964.83
12551.0,168.0
12552.0,437.82
12553.0,4608.75
12554.0,468.5
12555.0,129.23
12556.0,603.71
12557.0,18716.14
12558.0,269.96
12559.0,561.71
12560.0,2134.01
12561.0,238.85
12562.0,4966.92
12563.0,249.24
12564.0,456.9
12565.0,145.92
12566.0,351.65
12567.0,13709.86
12568.0,70.0
12569.0,4124.69
12570.0,77.52
12571.0,519.61
12572.0,1020.42
12573.0,717.41
12574.0,218.45
12575.0,622.8199999999999
12576.0,2142.72
12577.0,1653.75
12578.0,4642.45
12579.0,440.42
12580.0,1052.9
12581.0,197.71
12582.0,1980.4
12583.0,14447.44
12584.0,2338.15
12585.0,2040.1
12586.0,2062.67
12587.0,144.0
12588.0,958.78
12589.0,4695.66
12590.0,9864.26
12591.0,1352.15
12592.0,2582.66
12593.0,418.09999999999997
12594.0,5090.110000000001
12595.0,299.02
12596.0,618.27
12597.0,3811.22
12598.0,4534.09
12599.0,2296.72
12600.0,5043.92
12601.0,681.26
12602.0,153.12
12603.0,739.1999999999999
12604.0,254.18
12605.0,1232.95
12606.0,21.0
12607.0,1579.51
12608.0,415.79
12609.0,3435.86
12610.0,2099.54
12611.0,1193.32
12612.0,704.0400000000001
12613.0,6835.07
12614.0,315.6
12615.0,5740.98
12616.0,1131.1
12617.0,355.53
12618.0,177.31
12619.0,3781.38
12620.0,1339.41
12621.0,24775.81
12622.0,180.1
12623.0,3747.84
12624.0,641.13
12625.0,5164.88
12626.0,6620.48
